Estimate ID,Division,Type,Version,Price,Hours,PPH
EST4958530,LE Paving,Standard,,19487.06,,
EST4920011,LE Paving,Standard,,63225.41,118,535.81
EST5244081,LE Paving,Standard,,1395.42,6,232.57
EST3062103,LE Maintenance (Summer/Winter),Service,2025,5932.5,,
EST4863211,LE Paving,Standard,2,14596.92,90,162.19
EST4751221,LE Paving,Standard,,175000,268,652.99
EST5164163,LE Irrigation,Standard,,628.58,6,104.76
EST5341923,LE Tree Care,Standard,,382.02,3,127.34
EST5344895,LE Landscapes,Standard,,32958.08,134,245.96
EST5353487,LE Paving,Standard,,48165.9,175,275.23
EST5346405,LE Tree Care,Standard,,1026.46,8,128.31
EST5392734,LE Tree Care,Standard,,509.34,4,127.33
EST5363048,LE Tree Care,Standard,,406,4,101.50
EST3127932,LE Maintenance (Summer/Winter),Service,2027,2310,,
EST5406543,LE Paving,Standard,,51912.46,102,508.95
EST5386023,LE Landscapes,Standard,,793.38,4,198.34
EST5414233,LE Tree Care,Standard,,1503.96,10,150.40
EST5113666,LE Landscapes,Standard,,631.34,6,105.22
EST5415810,LE Irrigation,Standard,,352.94,,
EST5432056,LE Tree Care,Standard,,500.01,3,166.67
EST5435892,LE Landscapes,Standard,,5137.14,26,197.58
EST5346346,LE Paving,Standard,,1357.3,,
EST5457357,LE Tree Care,Standard,,203,1,203.00
EST5169713,Parking Lot Sweeping,Standard,2025,3273.33,,
EST5169653,Parking Lot Sweeping,Standard,2025,1857.7,,
EST5462899,LE Irrigation,Standard,,150,,
EST5450738,LE Landscapes,Standard,,2546.43,8,318.30
EST5346312,LE Paving,Standard,,4939.74,,
EST5169722,Parking Lot Sweeping,Standard,2025,1367,,
EST5474819,LE Maintenance Enchancements,Standard,,1153.94,10,115.39
EST5506290,LE Landscapes,Standard,,1639.48,10,163.95
EST5468942,LE Landscapes,Standard,,2024.1,8,253.01
EST2990483,LE Maintenance (Summer/Winter),Service,2025,1830.57,,
EST2990471,LE Maintenance (Summer/Winter),Service,2025,1830.57,,
EST2990491,LE Maintenance (Summer/Winter),Service,2025,1830.57,,
EST5064509,LE Tree Care,Standard,,484.36,4,121.09
EST5519782,LE Paving,Standard,,14763,48,307.56
EST5519631,LE Paving,Standard,,10000.1,54,185.19
EST5506745,LE Tree Care,Standard,,405.99,2,203.00
EST5379075,LE Paving,Standard,,3796,,
EST3019790,LE Maintenance (Summer/Winter),Service,1,2684.06,,
EST5444888,LE Paving,Standard,,9687.76,24,403.66
EST5520251,LE Paving,Standard,,1575,,
EST5578649,LE Tree Care,Standard,,878.58,6,146.43
EST5571716,LE Paving,Standard,,926.47,,
EST5461064,LE Paving,Standard,,4802.62,15,320.17
EST5566693,LE Paving,Standard,,72031.39,165,436.55
EST5561236,LE Tree Care,Standard,,406,3,135.33
EST4894879,LE Paving,Standard,,31697.14,69,459.38
EST5566794,LE Paving,Standard,,4348.34,30,144.94
EST5580491,LE Tree Care,Standard,,873.76,6.5,134.42
EST5077566,LE Tree Care,Standard,,1569.02,12,130.75
EST5561631,LE Tree Care,Standard,,1222.72,8,152.84
EST5585007,LE Landscapes,Standard,,21182.54,80,264.78
EST5592485,LE Paving,Standard,,4345.21,28,155.19
EST3143828,LE Maintenance (Summer/Winter),Service,2025,15311.99,,
EST3143942,LE Maintenance (Summer/Winter),Service,2026,15771.35,,
EST5405949,LE Tree Care,Standard,,8171,43,190.02
EST5597407,LE Tree Care,Standard,,1069.89,7,152.84
EST5595486,LE Tree Care,Standard,,727.55,5,145.51
EST5599550,LE Tree Care,Standard,,2816.88,18,156.49
EST5585118,LE Landscapes,Standard,2,26553.99,32,829.81
EST5574635,LE Maintenance Enchancements,Standard,,500.01,7,71.43
EST5561611,LE Tree Care,Standard,,562.48,4,140.62
EST5460758,LE Landscapes,Standard,,52873.6,196,269.76
EST5451698,LE Irrigation,Standard,,14312.16,,
EST5616673,LE Tree Care,Standard,,586.92,4,146.73
EST5609487,LE Irrigation,Standard,,5975.34,32,186.73
EST5618743,LE Irrigation,Standard,,305.22,3,101.74
EST5617579,LE Tree Care,Standard,,703.11,5,140.62
EST5432160,LE Irrigation,Standard,,1088.89,,
EST5631620,LE Irrigation,Standard,,1483.97,14,106.00
EST5634330,LE Irrigation,Standard,,471.61,4,117.90
EST3113018,LE Maintenance (Summer/Winter),Service,2025,2610,,
EST5490855,LE Irrigation,Standard,,2624.02,24,109.33
EST5643104,LE Tree Care,Standard,,1268.04,8,158.50
EST5432834,LE Irrigation,Standard,,549.42,4,137.35
EST5453356,LE Irrigation,Standard,,2489.46,24,103.73
EST5641692,LE Paving,Standard,,1637.48,8,204.69
EST5638564,LE Irrigation,Standard,,1303.71,12,108.64
EST5307308,LE Irrigation,Standard,,650,,
EST5360820,LE Irrigation,Standard,,150,,
EST5651265,LE Landscapes,Standard,,2999.99,40,75.00
EST5650526,LE Paving,Standard,,13894.57,92,151.03
EST5647245,LE Tree Care,Standard,,1455.08,10,145.51
EST5368203,LE Irrigation,Standard,,150,,
EST5641433,LE Tree Care,Standard,,1706.52,10,170.65
EST3251320,LE Maintenance (Summer/Winter),Service,2025,30980,105,295.05
EST5668632,LE Tree Care,Standard,,749.97,4,187.49
EST3253896,LE Maintenance (Summer/Winter),Service,1,9785,5,1957.00
EST3254527,LE Maintenance (Summer/Winter),Service,1,13355,15,890.33
EST5450944,LE Irrigation,Standard,,125,,
EST5417650,LE Irrigation,Standard,,650,,
EST3259037,LE Maintenance (Summer/Winter),Service,1,34855,15,2323.67
EST4851791,LE Tree Care,Standard,,1041.12,7,148.73
EST5673984,LE Tree Care,Standard,,751.99,5,150.40
EST4924236,LE Paving,Standard,,22952.7,39,588.53
EST3260588,LE Maintenance (Summer/Winter),Service,1,49600,72,688.89
EST3253077,LE Maintenance (Summer/Winter),Service,2025,4011,5,802.20
EST3258967,LE Maintenance (Summer/Winter),Service,1,31545,72,438.13
EST5453025,LE Irrigation,Standard,,976.14,10,97.61
EST5706225,LE Irrigation,Standard,,120,,
EST5706309,LE Irrigation,Standard,,500,,
EST5690629,LE Tree Care,Standard,,892.6,6,148.77
EST3268905,LE Maintenance (Summer/Winter),Service,1,51025,72,708.68
EST5451423,LE Irrigation,Standard,,200,,
EST3190284,LE Maintenance (Summer/Winter),Service,2025,15049.91,105,143.33
EST5378939,LE Paving,Standard,,14094.53,36,391.51
EST5274604,LE Tree Care,Standard,,914.91,6,152.48
EST5851132,Line Painting,Standard,,500,,
EST5488582,LE Irrigation,Standard,,1612.85,10,161.28
EST4875856,LE Paving,Standard,,5311.47,15,354.10
EST5450892,LE Tree Care,Standard,,562.48,4,140.62
EST3260356,LE Maintenance (Summer/Winter),Service,2025,29189.99,72,405.42
EST5721976,LE Irrigation,Standard,,160,,
EST3024115,LE Maintenance (Summer/Winter),Service,2025,46784.84,105,445.57
EST3024048,LE Maintenance (Summer/Winter),Service,2025,50590.99,105,481.82
EST5431995,LE Irrigation,Standard,,3252.37,18,180.69
EST5451364,LE Irrigation,Standard,,499,,
EST5451661,LE Irrigation,Standard,,200,,
EST3052960,LE Maintenance (Summer/Winter),Service,2025,22923.51,,
EST5380849,LE Landscapes,Standard,,3393.42,13,261.03
EST5451646,LE Irrigation,Standard,,200,,
EST5727416,LE Tree Care,Standard,,1876.97,13,144.38
EST5727123,LE Tree Care,Standard,,2512.75,17,147.81
EST3307570,LE Maintenance (Summer/Winter),Service,2025,14235,15,949.00
EST5453295,LE Tree Care,Standard,,1384.77,9.5,145.77
EST5453139,LE Tree Care,Standard,,5505.45,37.5,146.81
EST5423503,LE Landscapes,Standard,,1806.5,10,180.65
EST5514565,LE Landscapes,Standard,,20956.84,64,327.45
EST5540516,LE Maintenance Enchancements,Standard,,1755.53,6,292.59
EST5764806,LE Tree Care,Standard,,2205.96,14,157.57
EST5517319,LE Irrigation,Standard,,5250.17,30,175.01
EST5764478,LE Irrigation,Standard,,300,,
EST5755851,LE Irrigation,Standard,,160,,
EST3207301,LE Maintenance (Summer/Winter),Service,2025,21586.8,105,205.59
EST5718436,LE Maintenance Enchancements,Standard,,1400.79,6,233.47
EST5640870,LE Irrigation,Standard,,1192.61,12,99.38
EST5763559,LE Irrigation,Standard,,150,,
EST5764767,LE Tree Care,Standard,,1433.24,7,204.75
EST5476210,LE Tree Care,Standard,,814.92,8,101.86
EST5775300,LE Tree Care,Standard,,446.31,3,148.77
EST5770922,LE Paving,Standard,,6394.31,32,199.82
EST5359859,LE Paving,Standard,,25413.86,80,317.67
EST5740010,LE Irrigation,Standard,,787.67,8,98.46
EST5391011,LE Irrigation,Standard,,5002.39,17,294.26
EST5584389,LE Landscapes,Standard,,687.87,4,171.97
EST5596813,LE Irrigation,Standard,,1586.58,16,99.16
EST5392652,LE Tree Care,Standard,,1876.95,13,144.38
EST5793652,LE Tree Care,Standard,,399.99,2,200.00
EST5812890,LE Irrigation,Standard,,200,,
EST5458811,LE Irrigation,Standard,,3176.34,30,105.88
EST3061863,LE Maintenance (Summer/Winter),Service,2025,17331,,
EST5800936,LE Paving,Standard,,1860,1,1860.00
EST5724767,LE Tree Care,Standard,,574.72,4,143.68
EST5385842,LE Paving,Standard,,3888.89,,
EST5457192,LE Tree Care,Standard,,406.01,3,135.34
EST5597227,LE Irrigation,Standard,,150,,
EST5532324,LE Tree Care,Standard,,281.24,2,140.62
EST5800099,LE Tree Care,Standard,,399.99,3,133.33
EST3138995,LE Maintenance (Summer/Winter),Service,2025,1334.96,,
EST5519884,LE Maintenance Enchancements,Standard,,404.07,6,67.34
EST3020854,LE Maintenance (Summer/Winter),Service,2025,8969.16,,
EST3020940,LE Maintenance (Summer/Winter),Service,2025,4795.91,,
EST3020927,LE Maintenance (Summer/Winter),Service,2025,4212.76,,
EST3020916,LE Maintenance (Summer/Winter),Service,2025,2533.84,,
EST5519825,LE Maintenance (Summer/Winter),Standard,,196.18,1,196.18
EST5422083,LE Maintenance Enchancements,Standard,,492.77,6,82.13
EST3020900,LE Maintenance (Summer/Winter),Service,2025,2077.52,,
EST5576063,LE Irrigation,Standard,,4951.08,36,137.53
EST5751743,LE Irrigation,Standard,,1422.94,9,158.10
EST5815189,LE Irrigation,Standard,,3676.58,26,141.41
EST5818490,LE Irrigation,Standard,,118,,
EST5490600,LE Irrigation,Standard,,4636.53,30,154.55
EST5490404,LE Irrigation,Standard,,4593.7,30,153.12
EST5818449,LE Irrigation,Standard,,150,,
EST5818502,LE Irrigation,Standard,,150,,
EST5026881,LE Maintenance Enchancements,Standard,,342.12,2.5,136.85
EST5712440,LE Landscapes,Standard,,300,2,150.00
EST5487511,LE Irrigation,Standard,,2550.54,24,106.27
EST5818332,LE Irrigation,Standard,,150,,
EST5742611,LE Paving,Standard,,22042,50,440.84
EST5825259,LE Tree Care,Standard,,2249.92,16,140.62
EST5761178,LE Tree Care,Standard,,6866.24,32,214.57
EST5825141,LE Tree Care,Standard,,5374.98,24,223.96
EST5823939,LE Tree Care,Standard,,400.02,3,133.34
EST5818325,LE Irrigation,Standard,,150,,
EST5450438,LE Tree Care,Standard,,2884,20,144.20
EST5668779,LE Paving,Standard,,17444.18,60,290.74
EST5455058,LE Tree Care,Standard,,405.99,2,203.00
EST5374966,LE Tree Care,Standard,,399.99,2,200.00
EST5389839,LE Tree Care,Standard,,731.84,4,182.96
EST3316376,LE Maintenance (Summer/Winter),Service,2025,48245,72,670.07
EST5833516,LE Irrigation,Standard,,277.78,,
EST3327355,LE Maintenance (Summer/Winter),Service,2025,58625,25,2345.00
EST5483866,LE Landscapes,Standard,,1130.27,6,188.38
EST3262019,LE Maintenance (Summer/Winter),Service,1,13870,76,182.50
EST3296338,LE Maintenance (Summer/Winter),Service,2025,14368.48,200,71.84
EST2910833,LE Maintenance (Summer/Winter),Service,1,16409,,
EST5383535,LE Landscapes,Standard,,12513.05,60,208.55
EST3296380,LE Maintenance (Summer/Winter),Service,2026,4675.6,,
EST5484550,LE Maintenance Enchancements,Standard,,162.87,1,162.87
EST5421905,LE Landscapes,Standard,,1497.39,8,187.17
EST5839262,LE Irrigation,Standard,,277.78,,
EST5839272,LE Irrigation,Standard,,277.78,,
EST5838748,LE Paving,Standard,,6970.93,,
EST5754383,LE Paving,Standard,,3118.84,1,3118.84
EST5391402,LE Paving,Standard,,9800,,
EST5391357,LE Paving,Standard,,7460,,
EST5391452,LE Paving,Standard,,4000,,
EST5391392,LE Paving,Standard,,9800,,
EST5391301,LE Paving,Standard,,7460,,
EST4963249,LE Paving,Standard,,90522.8,210,431.06
EST5391399,LE Paving,Standard,,9800,,
EST5391427,LE Paving,Standard,,6000,,
EST5842019,LE Irrigation,Standard,,150,,
EST5842140,LE Irrigation,Standard,,120,,
EST5842176,LE Irrigation,Standard,,150,,
EST5430940,LE Paving,Standard,,9800,,
EST5842065,LE Irrigation,Standard,,150,,
EST5842110,LE Irrigation,Standard,,120,,
EST5844460,LE Irrigation,Standard,,120,,
EST5244425,LE Maintenance Enchancements,Standard,,4289.02,14,306.36
EST5811543,LE Paving,Standard,,13410,1490,9.00
EST5118891,LE Paving,Standard,,7779.45,40,194.49
EST5531960,LE Paving,Standard,,2700,,
EST5637670,LE Paving,Standard,,3500,1,3500.00
EST5692384,LE Paving,Standard,,13298.33,30,443.28
EST5007016,LE Paving,Standard,,22684.35,40,567.11
EST5691848,LE Paving,Standard,,28531.57,90,317.02
EST5627525,LE Paving,Standard,,49786.86,104,478.72
EST5169179,LE Paving,Standard,,18548.62,60,309.14
EST5650532,LE Paving,Standard,,1890,1,1890.00
EST5641784,LE Paving,Standard,,1500,1,1500.00
EST5566609,LE Paving,Standard,,8837.54,36,245.49
EST5650533,LE Paving,Standard,,1620,1,1620.00
EST3024363,LE Maintenance (Summer/Winter),Service,1,69250,,
EST5369083,LE Paving,Standard,,7313.37,,
EST5469272,LE Paving,Standard,,10448.42,36,290.23
EST4703602,LE Paving,Standard,,49840.51,170,293.18
EST5286319,LE Irrigation,Standard,,650,,
EST5512128,LE Paving,Standard,,4832.48,19,254.34
EST5383133,LE Paving,Standard,,14214.14,45,315.87
EST5512063,LE Paving,Standard,,5361.91,20,268.10
EST5158634,LE Paving,Standard,,160041.94,168,952.63
EST5273362,LE Paving,Standard,,10755.49,13.5,796.70
EST5510397,LE Paving,Standard,,10839.85,41.5,261.20
EST5482071,LE Paving,Standard,,23750.6,80,296.88
EST5382888,LE Paving,Standard,,11622.27,26,447.01
EST5469253,LE Paving,Standard,,8820.45,30,294.02
EST5469264,LE Paving,Standard,,7155.88,24,298.16
EST5570287,LE Paving,Standard,,5965.52,12,497.13
EST5529342,LE Paving,Standard,,6205.86,12,517.15
EST5515178,LE Maintenance (Summer/Winter),Standard,,1140.98,7,163.00
EST5518860,LE Paving,Standard,,9409.38,36,261.37
EST5575862,LE Tree Care,Standard,,586.92,4,146.73
EST5560639,LE Paving,Standard,,4825.58,,
EST5594440,LE Paving,Standard,,1737.22,10,173.72
EST5720408,LE Paving,Standard,,6359.97,28,227.14
EST5712950,LE Paving,Standard,,3625.75,18,201.43
EST5672896,LE Paving,Standard,,979.99,1,979.99
EST5720417,LE Paving,Standard,,4845.48,20,242.27
EST1396079,LE Maintenance (Summer/Winter),Service,,8600,65.2,131.90
EST5432450,LE Irrigation,Standard,,1855.44,16,115.97
EST5337942,LE Paving,Standard,,750,,
EST5337894,LE Paving,Standard,,750,,
EST5450652,LE Irrigation,Standard,,125,,
EST3040007,LE Maintenance (Summer/Winter),Service,2025,8355.06,,
EST5294292,LE Paving,Standard,,1150,,
EST3107523,LE Maintenance (Summer/Winter),Service,2025,3096.03,,
EST3253941,LE Maintenance (Summer/Winter),Service,1,25445,15,1696.33
EST3253968,LE Maintenance (Summer/Winter),Service,1,29975,25,1199.00
EST3253987,LE Maintenance (Summer/Winter),Service,1,13915,5,2783.00
EST3254442,LE Maintenance (Summer/Winter),Service,,43260.01,204.5,211.54
EST3254049,LE Maintenance (Summer/Winter),Service,,36065,104.9,343.80
EST3254500,LE Maintenance (Summer/Winter),Service,1,6775,15,451.67
EST5739998,LE Irrigation,Standard,,222.22,,
EST5724597,LE Tree Care,Standard,,562.48,4,140.62
EST5701705,LE Tree Care,Standard,,6365.92,28.5,223.37
EST5673890,LE Tree Care,Standard,,917.04,6,152.84
EST5859867,LE Tree Care,Standard,,7200,16,450.00
EST5851245,LE Tree Care,Standard,,2501.56,14,178.68
EST5724941,LE Irrigation,Standard,,6439.1,32,201.22
EST5868919,LE Tree Care,Standard,,1079.1,7.5,143.88
EST5491064,LE Irrigation,Standard,,1268.22,12,105.69
EST5869159,LE Irrigation,Standard,,527.17,4,131.79
EST5118321,LE Paving,Standard,,20068.24,42,477.82
EST5873326,LE Tree Care,Standard,,562.48,4,140.62
EST5451941,LE Irrigation,Standard,,1166.74,10,116.67
EST5868703,LE Tree Care,Standard,,1033.23,7,147.60
EST5208761,LE Maintenance Enchancements,Standard,,59100,1920,30.78
EST5427739,LE Paving,Standard,,6849.53,53.5,128.03
EST3019752,LE Maintenance (Summer/Winter),Service,1,1250.02,,
EST5883387,LE Tree Care,Standard,,828.64,6,138.11
EST5771915,LE Landscapes,Standard,,4088.96,16,255.56
EST5872593,LE Irrigation,Standard,,832.11,8,104.01
EST5810265,LE Landscapes,Standard,,7118.55,16,444.91
EST5173848,LE Paving,Standard,,57558.92,15,3837.26
EST5641070,LE Irrigation,Standard,,4984.6,60,83.08
EST5618719,LE Irrigation,Standard,,1170.83,12,97.57
EST2902249,LE Maintenance (Summer/Winter),Service,1,35294.25,105,336.14
EST5618694,LE Irrigation,Standard,,2411.26,12,200.94
EST5522637,LE Tree Care,Standard,,709.12,4,177.28
EST5871510,LE Tree Care,Standard,,1008.79,7,144.11
EST5310039,LE Tree Care,Standard,,1086.56,8,135.82
EST5692887,LE Landscapes,Standard,,6766.56,18,375.92
EST3074206,LE Maintenance (Summer/Winter),Service,2025,24122.84,105,229.74
EST3074215,LE Maintenance (Summer/Winter),Service,2025,48246.71,105,459.49
EST3074200,LE Maintenance (Summer/Winter),Service,2025,4361.15,,
EST5255481,LE Tree Care,Standard,,300.01,1.5,200.01
EST3074133,LE Maintenance (Summer/Winter),Service,2025,13083.4,,
EST5519978,LE Landscapes,Standard,,4015.62,15.5,259.07
EST5451038,LE Irrigation,Standard,,300,,
EST5520036,LE Landscapes,Standard,,7664.36,29,264.29
EST5519956,LE Landscapes,Standard,,2964.89,12,247.07
EST5451022,LE Irrigation,Standard,,300,,
EST5519939,LE Landscapes,Standard,,3437.4,16.5,208.33
EST3074173,LE Maintenance (Summer/Winter),Service,2025,24122.84,105,229.74
EST5520120,LE Landscapes,Standard,,937.21,6.5,144.19
EST5455928,LE Landscapes,Standard,,88385.77,324,272.80
EST5520033,LE Landscapes,Standard,,937.21,6.5,144.19
EST5451009,LE Irrigation,Standard,,300,,
EST5656743,LE Irrigation,Standard,,1666.67,12,138.89
EST3202040,LE Maintenance (Summer/Winter),Service,2025,132453.18,106,1249.56
EST3199897,LE Maintenance (Summer/Winter),Service,2025,82464.21,106,777.96
EST5520114,LE Landscapes,Standard,,10455.2,53.5,195.42
EST3201969,LE Maintenance (Summer/Winter),Service,2025,124118.19,106,1170.93
EST3202788,LE Maintenance (Summer/Winter),Service,2025,71265.59,111,642.03
EST3201996,LE Maintenance (Summer/Winter),Service,2025,48599.34,106,458.48
EST3203217,LE Maintenance (Summer/Winter),Service,2025,71265.59,111,642.03
EST3202037,LE Maintenance (Summer/Winter),Service,2025,63402.96,106,598.14
EST3202079,LE Maintenance (Summer/Winter),Service,2025,132443.55,106,1249.47
EST3202086,LE Maintenance (Summer/Winter),Service,2025,71265.59,111,642.03
EST3203218,LE Maintenance (Summer/Winter),Service,2025,71265.59,111,642.03
EST3203216,LE Maintenance (Summer/Winter),Service,2025,71265.59,111,642.03
EST3202017,LE Maintenance (Summer/Winter),Service,2025,44283.27,106,417.77
EST3202076,LE Maintenance (Summer/Winter),Service,2025,76081.35,106,717.75
EST3396183,LE Maintenance (Summer/Winter),Service,2025,27835.54,106,262.60
EST5605665,LE Landscapes,Standard,,12512.46,46,272.01
EST3395122,LE Maintenance (Summer/Winter),Service,2025,49296.94,106,465.07
EST5625253,LE Landscapes,Standard,,4037.65,17,237.51
EST5605685,LE Landscapes,Standard,,7023.87,23.5,298.89
EST3395126,LE Maintenance (Summer/Winter),Service,2025,27835.54,106,262.60
EST5688130,LE Paving,Standard,,30040.23,115,261.22
EST5625207,LE Landscapes,Standard,,3999.81,12,333.32
EST3396170,LE Maintenance (Summer/Winter),Service,2025,27835.54,106,262.60
EST5025582,LE Paving,Standard,,35008.22,78,448.82
EST5517604,LE Irrigation,Standard,,1195.66,12,99.64
EST5369143,LE Irrigation,Standard,,600,,
EST5407675,LE Irrigation,Standard,,1000,,
EST5432033,LE Irrigation,Standard,,4321.92,32,135.06
EST5571932,LE Irrigation,Standard,,1733.63,16,108.35
EST5656880,LE Irrigation,Standard,,1768.89,12,147.41
EST5640774,LE Irrigation,Standard,,721,8,90.13
EST5369166,LE Irrigation,Standard,,200,,
EST5369155,LE Irrigation,Standard,,222.22,,
EST5390467,LE Irrigation,Standard,,500,,
EST5571956,LE Irrigation,Standard,,1563,14,111.64
EST3019818,LE Maintenance (Summer/Winter),Service,2025,2408.7,,
EST3039583,LE Maintenance (Summer/Winter),Service,2025,15150.15,,
EST3039587,LE Maintenance (Summer/Winter),Service,2025,6720.1,,
EST5486960,LE Irrigation,Standard,,222.22,,
EST3039586,LE Maintenance (Summer/Winter),Service,2025,6668.26,,
EST5453450,LE Tree Care,Standard,,1082.11,7,154.59
EST3039582,LE Maintenance (Summer/Winter),Service,2025,5756.63,,
EST3039585,LE Maintenance (Summer/Winter),Service,2025,15850.8,,
EST3039584,LE Maintenance (Summer/Winter),Service,2025,5530.43,,
EST3259710,LE Maintenance (Summer/Winter),Service,2025-2026,20695,15,1379.67
EST3259701,LE Maintenance (Summer/Winter),Service,2025-2026,17605,15,1173.67
EST3259613,LE Maintenance (Summer/Winter),Service,2025-2026,17585,15,1172.33
EST5661042,Line Painting,Standard,,693,,
EST3259705,LE Maintenance (Summer/Winter),Service,2025-2026,21185,15,1412.33
EST3259706,LE Maintenance (Summer/Winter),Service,1,21045,15,1403.00
EST3259698,LE Maintenance (Summer/Winter),Service,1,17075,15,1138.33
EST3351938,LE Maintenance (Summer/Winter),Service,2026-2027,16479.33,50,329.59
EST5504597,LE Landscapes,Standard,,2120.15,6,353.36
EST3019378,LE Maintenance (Summer/Winter),Service,2025,15379.72,105,146.47
EST5630949,LE Paving,Standard,,4488.6,,
EST3018725,LE Maintenance (Summer/Winter),Service,2025,30429.01,15,2028.60
EST3221615,LE Maintenance (Summer/Winter),Service,2025-2026,169525.18,105,1614.53
EST3018860,LE Maintenance (Summer/Winter),Service,2026,29222.14,15,1948.14
EST3019672,LE Maintenance (Summer/Winter),Service,2025,73702.85,25,2948.11
EST5691810,LE Tree Care,Standard,,892.6,6,148.77
EST5392434,LE Landscapes,Standard,,5171.25,5,1034.25
EST5406115,LE Tree Care,Standard,,3473.93,22.5,154.40
EST3019708,LE Maintenance (Summer/Winter),Service,2025,52424.83,25,2096.99
EST5640650,LE Tree Care,Standard,,1287.5,8,160.94
EST5409285,LE Tree Care,Standard,,2537.19,17,149.25
EST5430416,LE Tree Care,Standard,,4108.44,28,146.73
EST3021281,LE Maintenance (Summer/Winter),Service,2025,4829.02,5,965.80
EST5365122,LE Tree Care,Standard,,4117.48,21,196.07
